"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"EPHB2",0.0454279191186671,0.0397574500434656,0.0613203592421581,0.0469546943709808
"LACTBL1",0.041947942086879,0.0393966465481155,0.0332380668195724,0.0415751014108873
"TEX46",0.0451522750632953,0.0499023683381753,0.0420537632351329,0.0480202183569716
"KDM1A",0.0451762566444566,0.0499760028903083,0.0420843645932005,0.0480802417173902
"LUZP1",0.0470031370097071,0.0424312011728423,0.0737671053976696,0.0552735050593636
"ENSG00000293565",0.0488100902970484,0.0521978821179469,0.0484017449190163,0.055200968806327
"HTR1D",0.0450521882390959,0.0401955896559464,0.0722134231304376,0.045748420041393
"HNRNPR",0.0542090034383554,0.0570246595588951,0.0657640614461417,0.0689619438872101
"ZNF436",0.0547077734675766,0.0521461769690024,0.0689224136976638,0.0709590359511861
"TCEA3",0.0525674953703462,0.0477611216173334,0.0586536339159405,0.0717321272538868
"ASAP3",0.0485248154856806,0.0453939555489112,0.0561429964028905,0.0672681960475407
"E2F2",0.069753446393566,0.0492653651540768,0.106789812549425,0.0599781099790697
"ID3",0.0725459722324503,0.0533589861991333,0.110686459554509,0.061858939266302
"RPL11",0.0471298028991251,0.0416098378375396,0.0471863267178078,0.0507865284305104
"ELOA",0.0584721926093727,0.0497928095089661,0.0632091758620942,0.0601539128901988
"PITHD1",0.0619994612660223,0.0523029478186822,0.0727786669819973,0.0713504968704283
"LYPLA2",0.0629577785672515,0.0524895209367728,0.0742249967781873,0.0687781754445302
"GALE",0.0623279173977966,0.0518670020151354,0.0729643218450685,0.0673458605448116
"HMGCL",0.0549660995978643,0.0481325359210954,0.0629416038780518,0.0623104394958288
"FUCA1",0.0443912939933128,0.0396034360160135,0.0418074440073213,0.0405161354903145
"CNR2",0.0443666288237448,0.0497780015437989,0.052102374014174,0.0549778968322987
"PNRC2",0.0548952839369387,0.055708905604363,0.0722492908881883,0.0690979439777161
"SRSF10",0.0625284957250152,0.0558530419862332,0.0851683305280246,0.0720077481025335
"MYOM3",0.0411406641405405,0.0388078317425466,0.033863210615866,0.037580672980015
"IL22RA1",0.040539824183991,0.0382944157264527,0.0331717769760493,0.0372416162771584
